,Freebase_charactermap,Trope,CharacterName,ActorName,ActorAge,ActorDOB,ActorEthnicity Label,ActorGender,ActorHeight,Freebase_actorID,MovieName,Genres,Decade,ReleaseDate,BoxOffice,Freebase_movieID,Wiki_movieID,StrActorEthnicity
447,/m/0k309k,sidekick,Garth McCann,Michael Caine,70.0,1933.0,,M,1.88,/m/0gnbw,Secondhand Lions,"['Adventure', 'Family Drama', 'Comedy-drama', 'Childhood Drama', 'Period piece', 'Coming of age', 'Comedy', 'Drama', 'Family Film']",2000.0,2003.0,47902566.0,/m/061_ky,1863169,
113,/m/02vbk_v,mean_officer,Gary Winston,Tim Robbins,43.0,1958.0,,M,1.956,/m/01nr36,Antitrust,"['Thriller', 'Crime Fiction', 'Action/Adventure', 'Drama', 'Suspense', 'Crime Thriller', 'Action']",2000.0,2001.0,18195610.0,/m/04bsng,1152416,
321,/m/0jv4jc,jock,Gaston,Richard White,38.0,1953.0,,M,,/m/03f0w6g,Beauty and the Beast,"['Costume drama', 'Animation', 'Musical', ""Children's"", 'Fantasy', 'Music', 'Romance Film', 'Family Film']",1990.0,1991.0,424967620.0,/m/0_7w6,133462,
221,/m/0jv4jc,evil_character,Gaston,Richard White,38.0,1953.0,,M,,/m/03f0w6g,Beauty and the Beast,"['Costume drama', 'Animation', 'Musical', ""Children's"", 'Fantasy', 'Music', 'Romance Film', 'Family Film']",1990.0,1991.0,424967620.0,/m/0_7w6,133462,
458,/m/02_wz9s,laidback_freebird,Geek,Jeff Bridges,58.0,1949.0,,M,1.85,/m/0flw6,Surf's Up,"['Mockumentary', 'Adventure', 'Computer Animation', 'Animation', 'Sports', 'Comedy', 'Family Film']",2000.0,2007.0,149044513.0,/m/08481w,2811955,
45,/m/04dddz5,dumb_and_clumsy,Gemma Honeycutt,Alexis Dziena,24.0,1984.0,/m/0xnvg,F,1.57,/m/07jwkn,Fool's Gold,"['Romantic comedy', 'Adventure', 'Action/Adventure', 'Comedy', 'Romance Film', 'Action']",2000.0,2008.0,111231041.0,/m/03c_lhp,14291637,italian
249,/m/0jyqwm,respected_leader,Gen. Robert E. Lee,Martin Sheen,53.0,1940.0,/m/042gtr,M,1.7,/m/0hvb2,Gettysburg,"['Costume drama', 'War film', 'Epic', 'Period piece', 'Drama', 'Film adaptation', 'Action']",1990.0,1993.0,10769960.0,/m/04kzqz,1236122,spanish
242,/m/03jtctp,respected_leader,General Kuribayashi,Ken Watanabe,47.0,1959.0,/m/019kn7,M,1.85,/m/01_s7f,Letters from Iwo Jima,"['Anti-war', 'Japanese Movies', 'World cinema', 'History', 'Drama', 'War film', 'Action', 'Anti-war film', 'Combat Films']",2000.0,2006.0,68673228.0,/m/0gy0l_,14725310,japanese
137,/m/0k4_tz,crazy_jealous_guy,Geoffrey Clifton,Colin Firth,36.0,1960.0,/m/0d7wh,M,1.87,/m/03f1zdw,The English Patient,"['War film', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",1990.0,1996.0,231976425.0,/m/0pv3x,101954,british
397,/m/03jsz47,crazy_fighter,George Higgins,Chris Bauer,33.0,1966.0,,M,1.89,/m/08s_lw,8mm,"['Thriller', 'Crime Thriller', 'Mystery']",1990.0,1999.0,96618699.0,/m/04wzkz,1364770,
420,/m/0h6f8kc,respected_leader,George Kittredge,John Howard,27.0,1913.0,,M,1.77,/m/041y5k,The Philadelphia Story,"['Romantic comedy', 'Romance Film', 'Screwball comedy', 'Comedy', 'Black-and-white']",1940.0,1940.0,3000000.0,/m/0gxfz,62592,
190,/m/0jty5w,loser,George McFly,Crispin Glover,21.0,1964.0,/m/065b6q,M,1.85,/m/023n39,Back to the Future,"['Science Fiction', 'Adventure', 'Americana', 'Humour', 'Comedy', 'Time travel', 'Sci-Fi Adventure', 'Family Film']",1980.0,1985.0,383874862.0,/m/0bt4g,42993,swedish
167,/m/0jyr6h,skilled_badass,Ghost Dog,Forest Whitaker,38.0,1961.0,/m/05g0f1,M,1.88,/m/02y_2y,Ghost Dog: The Way of the Samurai,"['Crime Fiction', 'Parody', 'Japanese Movies', 'Crime Drama', 'Action/Adventure', 'Martial Arts Film', 'Drama', 'Comedy', 'Gangster Film', 'Action']",1990.0,1999.0,9380473.0,/m/02dj31,471352,akan
314,/m/0jyr6h,skilled_badass,Ghost Dog,Forest Whitaker,38.0,1961.0,/m/05g0f1,M,1.88,/m/02y_2y,Ghost Dog: The Way of the Samurai,"['Crime Fiction', 'Parody', 'Japanese Movies', 'Crime Drama', 'Action/Adventure', 'Martial Arts Film', 'Drama', 'Comedy', 'Gangster Film', 'Action']",1990.0,1999.0,9380473.0,/m/02dj31,471352,akan
83,/m/0jw4mw,charismatic_charmer,Giacomo Casanova,Heath Ledger,26.0,1979.0,/m/07hyjp,M,1.85,/m/0237fw,Casanova,"['Romantic comedy', 'Adventure', 'Costume drama', 'Period piece', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film']",2000.0,2005.0,37691644.0,/m/08yy2g,3201442,irish australian
366,/m/0k2ysf,emotional_damage,Gina Montana,Mary Elizabeth Mastrantonio,25.0,1958.0,/m/0xnvg,F,1.651,/m/01msrs,Scarface,"['Crime Fiction', 'Thriller', 'Gangster Film', 'Action/Adventure', 'Drama', 'Crime Thriller', 'Action']",1980.0,1983.0,65884703.0,/m/01nln3,267848,italian
195,/m/0jykjt,mean_officer,Gny. Sgt. Hartman,R. Lee Ermey,43.0,1944.0,,M,1.82,/m/01mylz,Full Metal Jacket,"['Anti-war', 'War film', 'Period piece', 'Drama', 'Film adaptation', 'Action', 'Anti-war film', 'Combat Films']",1980.0,1987.0,46300000.0,/m/0333t,11701,
141,/m/021_h9h,crazy_jealous_guy,Guy,Frank Whaley,31.0,1963.0,,M,1.71,/m/07sjll,Swimming with Sharks,"['Indie', 'Comedy-drama', 'Workplace Comedy', 'Drama', 'Comedy', 'Black comedy']",1990.0,1994.0,,/m/05m55b,1670736,
18,/m/02vbkvz,charismatic_charmer,Guy Perkins,Jeremy Jordan,26.0,1973.0,,M,1.78,/m/01pp37j,Never Been Kissed,"['Romantic comedy', 'Romance Film', 'Drama', 'Comedy', 'Teen']",1990.0,1999.0,84565230.0,/m/06ksnc,2080169,
16,/m/02vd8hn,jock,Han,Shih Kien,60.0,1913.0,,M,,/m/0b6p1b,Enter the Dragon,"['Thriller', 'Crime Fiction', 'Action', 'Drama']",1970.0,1973.0,,/m/02rzb,10193,
94,/m/0k3r1_,charismatic_charmer,Han Solo,Harrison Ford,35.0,1942.0,/m/01qhm_,M,1.85,/m/0c0k1,Star Wars Episode IV: A New Hope,"['Science Fiction', 'Adventure', 'Fantasy', 'Coming of age', 'Family Film', 'Action', 'Space western']",1970.0,1977.0,775398007.0,/m/0dtfn,52549,german
475,/m/01xpntj,evil_character,Han Solo,Harrison Ford,38.0,1942.0,/m/01qhm_,M,1.85,/m/0c0k1,Star Wars Episode V: The Empire Strikes Back,"['Science Fiction', 'Adventure', 'Space opera', 'Fantasy', 'Family Film', 'Action']",1980.0,1980.0,538375067.0,/m/0f3m1,53964,german
345,/m/0k3r1_,charismatic_charmer,Han Solo,Harrison Ford,35.0,1942.0,/m/01qhm_,M,1.85,/m/0c0k1,Star Wars Episode IV: A New Hope,"['Science Fiction', 'Adventure', 'Fantasy', 'Coming of age', 'Family Film', 'Action', 'Space western']",1970.0,1977.0,775398007.0,/m/0dtfn,52549,german
99,/m/0k6g86,charismatic_charmer,Hannibal Lecter,Anthony Hopkins,54.0,1937.0,/m/02g7sp,M,1.74,/m/0z4s,The Silence of the Lambs,"['Thriller', 'LGBT', 'Horror', 'Psychological thriller', 'Crime Fiction', 'Suspense', 'Drama', 'Crime Thriller']",1990.0,1991.0,272742922.0,/m/07cyl,30006,irish migration to great britain
165,/m/0k6g86,skilled_badass,Hannibal Lecter,Anthony Hopkins,54.0,1937.0,/m/02g7sp,M,1.74,/m/0z4s,The Silence of the Lambs,"['Thriller', 'LGBT', 'Horror', 'Psychological thriller', 'Crime Fiction', 'Suspense', 'Drama', 'Crime Thriller']",1990.0,1991.0,272742922.0,/m/07cyl,30006,irish migration to great britain
161,/m/0k7w6s,crazy_fighter,Harlan Ogilvy,Tim Robbins,47.0,1958.0,,M,1.956,/m/01nr36,War of the Worlds,"['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Doomsday film', 'Alien Film', 'Drama', 'Disaster', 'Action']",2000.0,2005.0,591745550.0,/m/02mmwk,535335,
395,/m/0k2ljt,crazy_fighter,Harlen Maguire,Jude Law,30.0,1972.0,/m/02w7gg,M,1.82,/m/01r93l,Road to Perdition,"['Thriller', 'Crime Fiction', 'Gangster Film', 'Crime Drama', 'Family Drama', 'Action/Adventure', 'Period piece', 'Drama', 'Film adaptation', 'Coming of age']",2000.0,2002.0,181001478.0,/m/01y9r2,342741,english
237,/m/0k1j46,skilled_badass,Harmonica,Charles Bronson,47.0,1921.0,/m/0ffkb4,M,1.74,/m/01dkpb,Once Upon a Time in the West,"['Ensemble Film', 'World cinema', 'Epic Western', 'Spaghetti Western', 'Action/Adventure', 'Revisionist Western', 'Western', 'Action']",1960.0,1968.0,5321508.0,/m/01pvq3,284676,lithuanian
410,/m/0k1j46,evil_character,Harmonica,Charles Bronson,47.0,1921.0,/m/0ffkb4,M,1.74,/m/01dkpb,Once Upon a Time in the West,"['Ensemble Film', 'World cinema', 'Epic Western', 'Spaghetti Western', 'Action/Adventure', 'Revisionist Western', 'Western', 'Action']",1960.0,1968.0,5321508.0,/m/01pvq3,284676,lithuanian
97,/m/04hv61w,charismatic_charmer,Harold Hill,Matthew Broderick,41.0,1962.0,/m/041rx,M,1.73,/m/01vlj1g,The Music Man,"['Romance Film', 'Comedy film', 'Drama', 'Family Film', 'Musical']",2000.0,2003.0,,/m/0gwypk,6917005,jewish
339,/m/04hv61w,charismatic_charmer,Harold Hill,Matthew Broderick,41.0,1962.0,/m/041rx,M,1.73,/m/01vlj1g,The Music Man,"['Romance Film', 'Comedy film', 'Drama', 'Family Film', 'Musical']",2000.0,2003.0,,/m/0gwypk,6917005,jewish
441,/m/0jz5zr,laidback_freebird,Harold Lee,John Cho,32.0,1972.0,/m/01j2qv,M,1.78,/m/03l3jy,Harold & Kumar Go to White Castle,"['Buddy film', 'Adventure', 'Cult', 'Comedy', 'Stoner film', 'Slapstick']",2000.0,2004.0,23936908.0,/m/03kk01,873469,korean
191,/m/0jxmxp,loser,Harry Dunne,Jeff Daniels,39.0,1955.0,/m/07hwkr,M,1.91,/m/0372kf,Dumb & Dumber,"['Buddy film', 'Comedy', 'Slapstick']",1990.0,1994.0,247275374.0,/m/0372j5,737803,white
347,/m/0k0h9d,skilled_badass,He-Man,Dolph Lundgren,30.0,1957.0,/m/06mvq,M,1.96,/m/02v406,Masters of the Universe,"['Thriller', 'Science Fiction', 'Fantasy Adventure', 'Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Sword and sorcery', 'Action']",1980.0,1987.0,17336370.0,/m/08mszt,3044228,swedes
155,/m/0k86mc,crazy_jealous_guy,Heathcliff,Laurence Olivier,32.0,1907.0,,M,1.78,/m/0byfz,Wuthering Heights,"['Costume drama', 'Black-and-white', 'Period piece', 'Drama', 'Film adaptation', 'Romantic drama', 'Romance Film']",1930.0,1939.0,624643.0,/m/0b1twg,3823100,
59,/m/0jzb66,jock,Hellboy,Ron Perlman,57.0,1950.0,/m/041rx,M,1.85,/m/03hhd3,Hellboy: Blood and Iron,"['Thriller', 'Horror', 'Superhero movie', 'Creature Film', 'Superhero', 'Animation', 'Action/Adventure', 'Anime', 'Fantasy', 'Action']",2000.0,2007.0,,/m/0f88sr,5838045,jewish
360,/m/0j_11c,mean_officer,Henry F. Potter,Lionel Barrymore,68.0,1878.0,,M,1.83,/m/0hnkp,It's a Wonderful Life,"['Drama', 'Family Film', 'Fantasy']",1940.0,1946.0,3300000.0,/m/0gcpc,60164,
117,/m/0j_11c,mean_officer,Henry F. Potter,Lionel Barrymore,68.0,1878.0,,M,1.83,/m/0hnkp,It's a Wonderful Life,"['Drama', 'Family Film', 'Fantasy']",1940.0,1946.0,3300000.0,/m/0gcpc,60164,
185,/m/0jsll5,dumb_and_clumsy,Henry Roth,Adam Sandler,38.0,1966.0,/m/041rx,M,1.78,/m/0pz91,50 First Dates,"['Romantic comedy', 'Romance Film', 'Comedy']",2000.0,2004.0,196482882.0,/m/02f6g5,477099,jewish
494,/m/05tgl99,skilled_badass,Horton the Elephant,Jim Carrey,46.0,1962.0,/m/0g8_vp,M,1.867,/m/0lx2l,Horton Hears a Who!,"['Computer Animation', 'Family Film', 'Animation', 'Adventure', 'Comedy']",2000.0,2008.0,297138014.0,/m/0fk25m,6002183,canadian
287,/m/0k168v,mean_officer,Howard Beale,Peter Finch,60.0,1916.0,,M,,/m/016ynj,Network,"['Parody', 'Black comedy', 'Satire', 'Drama', 'New Hollywood']",1970.0,1976.0,,/m/04j13sx,101935,
118,/m/03kyztz,mean_officer,Ian Hawke,David Cross,43.0,1964.0,/m/03vv99,M,1.75,/m/0738b8,Alvin and the Chipmunks,"[""Children's/Family"", 'Computer Animation', 'Musical', ""Children's"", 'Drama', 'Comedy', 'Music', 'Family Film']",2000.0,2007.0,361336633.0,/m/02r4y3t,11244593,british
131,/m/0cg418l,loser,Ike Clanton,Stephen Lang,41.0,1952.0,,M,1.79,/m/08c986,Tombstone,"['Crime Fiction', 'Costume drama', 'Action/Adventure', 'Western', 'Drama', 'History', 'Romance Film', 'Action']",1990.0,1993.0,56505065.0,/m/02ljhg,525113,
317,/m/0k4k6j,skilled_badass,Il Duce,Billy Connolly,57.0,1942.0,/m/02g7sp,M,1.83,/m/01l7qw,The Boondock Saints,"['LGBT', 'Thriller', 'Buddy film', 'Indie', 'Drama', 'Crime Fiction', 'Gangster Film', 'Action']",1990.0,1999.0,30471.0,/m/02kp5p,517376,irish migration to great britain
7,/m/0jzx9b,skilled_badass,Indiana Jones,Harrison Ford,42.0,1942.0,/m/01qhm_,M,1.85,/m/0c0k1,Indiana Jones and the Temple of Doom,"['Action/Adventure', 'Costume Adventure', 'Action', 'Adventure']",1980.0,1984.0,333107271.0,/m/0k_9j,81503,german
5,/m/0jzx78,skilled_badass,Indiana Jones,Harrison Ford,66.0,1942.0,/m/01qhm_,M,1.85,/m/0c0k1,Indiana Jones and the Kingdom of the Crystal Skull,"['Thriller', 'Adventure', 'Costume Adventure', 'Action/Adventure', 'Fantasy', 'Adventure Comedy', 'Family Film', 'Action']",2000.0,2008.0,786636033.0,/m/04mcw4,1252914,german
6,/m/0k294p,skilled_badass,Indiana Jones,Harrison Ford,39.0,1942.0,/m/01qhm_,M,1.85,/m/0c0k1,Indiana Jones and the Raiders of the Lost Ark,"['Adventure', 'Costume Adventure', 'Action/Adventure', 'Action', 'New Hollywood', 'Airplanes and airports']",1980.0,1981.0,389925971.0,/m/0f4yh,54166,german
354,/m/0k65z5,skilled_badass,Inigo Montoya,Mandy Patinkin,35.0,1952.0,/m/041rx,M,1.85,/m/01nvmd_,The Princess Bride,"['Adventure', ""Children's/Family"", 'Fairy tale', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Romance Film', 'Action', 'Family Film']",1980.0,1987.0,30857814.0,/m/07nn0,31153,jewish
406,/m/0k65z5,evil_character,Inigo Montoya,Mandy Patinkin,35.0,1952.0,/m/041rx,M,1.85,/m/01nvmd_,The Princess Bride,"['Adventure', ""Children's/Family"", 'Fairy tale', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Romance Film', 'Action', 'Family Film']",1980.0,1987.0,30857814.0,/m/07nn0,31153,jewish
471,/m/0k65z5,crazy_fighter,Inigo Montoya,Mandy Patinkin,35.0,1952.0,/m/041rx,M,1.85,/m/01nvmd_,The Princess Bride,"['Adventure', ""Children's/Family"", 'Fairy tale', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Romance Film', 'Action', 'Family Film']",1980.0,1987.0,30857814.0,/m/07nn0,31153,jewish
383,/m/0gh94vc,crazy_fighter,Isaacs,Tom Hollander,44.0,1967.0,/m/02w7gg,M,1.651,/m/0755wz,Hanna,"['Thriller', 'Crime Fiction', 'Adventure', 'Action/Adventure', 'Mystery', 'Crime Thriller', 'Action']",2010.0,2011.0,63782078.0,/m/0crj7yz,28370997,english
290,/m/0jwcjk,old_wise_quirky,J. J. Gittes,Jack Nicholson,37.0,1937.0,/m/0xnvg,M,1.77,/m/09fb5,Chinatown,"['Crime Fiction', 'Mystery', 'Thriller', 'Drama']",1970.0,1974.0,29200000.0,/m/0hv4t,68092,italian
364,/m/0k0h66,respected_leader,Jack Aubrey,Russell Crowe,39.0,1964.0,/m/05748,M,1.8,/m/06dv3,Master and Commander: The Far Side of the World,"['Adventure', 'Costume Adventure', 'Film adaptation', 'Action/Adventure', 'Period piece', 'Drama', 'War film', 'Action']",2000.0,2003.0,212011111.0,/m/020fcn,370858,māori
252,/m/0k0h66,respected_leader,Jack Aubrey,Russell Crowe,39.0,1964.0,/m/05748,M,1.8,/m/06dv3,Master and Commander: The Far Side of the World,"['Adventure', 'Costume Adventure', 'Film adaptation', 'Action/Adventure', 'Period piece', 'Drama', 'War film', 'Action']",2000.0,2003.0,212011111.0,/m/020fcn,370858,māori
37,/m/0cg2m9s,dumb_and_clumsy,Jack Bartlett,James Marsden,28.0,1973.0,,M,1.79,/m/042ly5,Sugar & Spice,"['Crime Fiction', 'Heist', 'Crime Comedy', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action', 'Teen']",2000.0,2001.0,16908947.0,/m/04km9l,1232511,
116,/m/08cwjsb,mean_officer,Jack Bennett,Danny Huston,48.0,1962.0,,M,1.88,/m/07vc_9,Edge of Darkness,"['Thriller', 'Mystery', 'Crime Fiction', 'Drama']",2010.0,2010.0,81124129.0,/m/04jn6y7,18949667,
25,/m/0k0n9r,crazy_fighter,Jack Walsh,Robert De Niro,45.0,1943.0,/m/0xnvg,M,1.77,/m/06cgy,Midnight Run,"['Crime Fiction', 'Thriller', 'Buddy film', 'Action/Adventure', 'Comedy', 'Action', 'Airplanes and airports']",1980.0,1988.0,81600000.0,/m/047ytl,1122030,italian
384,/m/0k34x6,crazy_fighter,Jack Wilson,Jack Palance,34.0,1919.0,/m/0ffjvd,M,1.93,/m/02t_w8,Shane,"['Action/Adventure', 'Western', 'Drama']",1950.0,1953.0,20000000.0,/m/0k4bc,76351,ukrainian
390,/m/0k2dm9,crazy_fighter,Jackson Rippner,Cillian Murphy,29.0,1976.0,/m/0d7wh,M,1.75,/m/02fqwb,Red Eye,"['Thriller', 'Action', 'Suspense', 'Psychological thriller']",2000.0,2005.0,95577774.0,/m/068_3t,1958425,british
500,/m/0k39jj,sidekick,Jake,Kevin Costner,30.0,1955.0,/m/09vc4s,M,1.85,/m/0127m7,Silverado,"['Ensemble Film', 'Action/Adventure', 'Revisionist Western', 'Western', 'Comedy', 'Action']",1980.0,1985.0,32192570.0,/m/06l9q0,2087781,english
78,/m/0k28_g,charismatic_charmer,Jake LaMotta,Robert De Niro,37.0,1943.0,/m/0xnvg,M,1.77,/m/06cgy,Raging Bull,"['Biography', 'Black-and-white', 'Sports', 'Period piece', 'Drama', 'Boxing', 'Biopic [feature]', 'Biographical film', 'New Hollywood', 'Neo-noir']",1980.0,1980.0,23380203.0,/m/06cm5,25506,italian
150,/m/0k28_g,crazy_jealous_guy,Jake LaMotta,Robert De Niro,37.0,1943.0,/m/0xnvg,M,1.77,/m/06cgy,Raging Bull,"['Biography', 'Black-and-white', 'Sports', 'Period piece', 'Drama', 'Boxing', 'Biopic [feature]', 'Biographical film', 'New Hollywood', 'Neo-noir']",1980.0,1980.0,23380203.0,/m/06cm5,25506,italian
146,/m/0k7gxk,crazy_jealous_guy,Jake McKenna,Nick Nolte,56.0,1941.0,/m/03bkbh,M,1.85,/m/0lkr7,U Turn,"['Thriller', 'Crime Fiction', 'Black comedy', 'Drama', 'Neo-noir']",1990.0,1997.0,,/m/07c11y,2423428,irish
301,/m/03hqwg_,emotional_damage,James Bond,Daniel Craig,40.0,1968.0,/m/04_bc8,M,1.78,/m/04shbh,Quantum of Solace,"['Thriller', 'Crime Fiction', 'Adventure', 'Action Thrillers', 'Glamorized Spy Film', 'Action', 'Spy']",2000.0,2008.0,591700000.0,/m/08gsvw,2969247,
77,/m/02hw79s,charismatic_charmer,James Bond,Daniel Craig,38.0,1968.0,/m/04_bc8,M,1.78,/m/04shbh,Casino Royale,"['Thriller', 'Crime Fiction', 'Parkour in popular culture', 'Adventure', 'Action/Adventure', 'Drama', 'Reboot', 'Action']",2000.0,2006.0,596400000.0,/m/03r0g9,930379,
170,/m/02hw79s,skilled_badass,James Bond,Daniel Craig,38.0,1968.0,/m/04_bc8,M,1.78,/m/04shbh,Casino Royale,"['Thriller', 'Crime Fiction', 'Parkour in popular culture', 'Adventure', 'Action/Adventure', 'Drama', 'Reboot', 'Action']",2000.0,2006.0,596400000.0,/m/03r0g9,930379,
93,/m/02hw79s,charismatic_charmer,James Bond,Daniel Craig,38.0,1968.0,/m/04_bc8,M,1.78,/m/04shbh,Casino Royale,"['Thriller', 'Crime Fiction', 'Parkour in popular culture', 'Adventure', 'Action/Adventure', 'Drama', 'Reboot', 'Action']",2000.0,2006.0,596400000.0,/m/03r0g9,930379,
57,/m/02hw79s,jock,James Bond,Daniel Craig,38.0,1968.0,/m/04_bc8,M,1.78,/m/04shbh,Casino Royale,"['Thriller', 'Crime Fiction', 'Parkour in popular culture', 'Adventure', 'Action/Adventure', 'Drama', 'Reboot', 'Action']",2000.0,2006.0,596400000.0,/m/03r0g9,930379,
107,/m/0h5q191,mean_officer,James McCullen - 1641,David Murray,39.0,1970.0,,M,,/m/0bbcfrn,G.I. Joe: The Rise of Cobra,"['Thriller', 'Action Thrillers', 'Science Fiction', 'Action', 'Adventure']",2000.0,2009.0,302469017.0,/m/03qcfvw,13734892,
414,/m/0k1xw3,sidekick,James Norrington,Jack Davenport,34.0,1973.0,,M,1.854,/m/02gqcs,Pirates of the Caribbean: At World's End,"['Swashbuckler films', 'Fantasy Adventure', 'Adventure', 'Action/Adventure', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Action']",2000.0,2007.0,963420425.0,/m/05nlx4,1689394,
370,/m/08cqh60,emotional_damage,Jane Olsen,Lil Dagover,33.0,1887.0,,F,,/m/047txhl,The Cabinet of Dr. Caligari,"['Thriller', 'Silent film', 'Horror', 'Indie', 'World cinema', 'Black-and-white', 'Drama']",1920.0,1920.0,,/m/017f6j,173650,
313,/m/0k4kcz,skilled_badass,Jason Bourne,Matt Damon,32.0,1970.0,/m/0cnvdq1,M,1.78,/m/0169dl,The Bourne Identity,"['Crime Fiction', 'Thriller', 'Adventure', 'Action/Adventure', 'Mystery', 'Drama', 'Film adaptation', 'Action']",2000.0,2002.0,214034224.0,/m/03twd6,963986,scandinavian
282,/m/0jwbh7,shallow_and_popular,Jasper Palmer,Michael Caine,73.0,1933.0,,M,1.88,/m/0gnbw,Children of Men,"['Thriller', 'Action Thrillers', 'Science Fiction', 'Future noir', 'Adventure', 'Doomsday film', 'Action/Adventure', 'Mystery', 'Drama', 'Film adaptation', 'Action', 'Dystopia']",2000.0,2006.0,69959751.0,/m/0fh2v5,3793631,
444,/m/0jxdkm,laidback_freebird,Jay,Jason Mewes,25.0,1974.0,/m/022dp5,M,1.83,/m/02q7z2,Dogma,"['Parody', 'Indie', 'Road movie', 'Cult', 'Satire', 'Fantasy', 'Comedy', 'Religious Film', 'Adventure']",1990.0,1999.0,30652890.0,/m/0p9lw,98991,polish
291,/m/0k1nzj,old_wise_quirky,Jeff Bailey,Robert Mitchum,30.0,1917.0,,M,1.854,/m/0m0hw,Out of the Past,"['Thriller', 'Crime Fiction', 'LGBT', 'Black-and-white', 'Mystery', 'Drama', 'Film noir']",1940.0,1947.0,,/m/0j_wf,75266,
456,/m/0jy30b,laidback_freebird,Jeff Spicoli,Sean Penn,22.0,1960.0,/m/041rx,M,1.77,/m/0sz28,Fast Times at Ridgemont High,"['Ensemble Film', 'Sex comedy', 'Screwball comedy', 'Cult', 'Coming of age', 'Comedy', 'Drama', 'Stoner film', 'Romance Film', 'Teen']",1980.0,1982.0,27092880.0,/m/02bc6c,453236,jewish
438,/m/0jy30b,laidback_freebird,Jeff Spicoli,Sean Penn,22.0,1960.0,/m/041rx,M,1.77,/m/0sz28,Fast Times at Ridgemont High,"['Ensemble Film', 'Sex comedy', 'Screwball comedy', 'Cult', 'Coming of age', 'Comedy', 'Drama', 'Stoner film', 'Romance Film', 'Teen']",1980.0,1982.0,27092880.0,/m/02bc6c,453236,jewish
31,/m/06wh7_d,crazy_fighter,Jellon Lamb,John Hurt,65.0,1940.0,/m/02w7gg,M,1.75,/m/015wnl,The Proposition,"['Crime Fiction', 'World cinema', 'Costume drama', 'Period piece', 'Psychological thriller', 'Action/Adventure', 'Western', 'Drama']",2000.0,2005.0,,/m/08c4yn,2912982,english
14,/m/0jwv09,jock,Jen Yu,Zhang Ziyi,21.0,1979.0,,F,1.63,/m/0jlv5,"Crouching Tiger, Hidden Dragon","['Adventure', 'Period piece', 'Martial Arts Film', 'Fantasy', 'Drama', 'Romance Film', 'Action', 'Chinese Movies']",2000.0,2000.0,213525736.0,/m/01mgw,5313,
451,/m/0jy2wd,dumb_and_clumsy,Jerry Lundegaard,William H. Macy,46.0,1950.0,/m/04tvpv,M,1.75,/m/023kzp,Fargo,"['Crime Fiction', 'Thriller', 'Indie', 'Drama', 'Comedy', 'Black comedy', 'Neo-noir']",1990.0,1996.0,60611975.0,/m/011yhm,142430,
91,/m/02wszk9,shallow_and_popular,Jessica Rabbit,Kathleen Turner,34.0,1954.0,/m/07hwkr,F,1.727,/m/018_lb,Who Framed Roger Rabbit,"['Parody', 'Crime Fiction', 'Fantasy Comedy', 'Buddy film', 'Animation', 'Action/Adventure', 'Mystery', 'Fantasy', 'Comedy', 'Black comedy', 'Family Film', 'Action']",1980.0,1988.0,329803958.0,/m/0k2sk,76018,white
240,/m/0jvhqr,skilled_badass,Jim,Gene Wilder,41.0,1933.0,/m/048z7l,M,1.78,/m/027l0b,Blazing Saddles,"['Western', 'Satire', 'Comedy']",1970.0,1974.0,119500000.0,/m/018f8,3837,american jews
322,/m/0jxqwd,jock,Jim,Anthony Michael Hall,22.0,1968.0,/m/033tf_,M,1.88,/m/01jvs4,Edward Scissorhands,"['Comedy-drama', 'Fantasy', 'Comedy', 'Drama', 'Romance Film', 'Fantasy Comedy', 'Romantic fantasy', 'Teen']",1990.0,1990.0,86024005.0,/m/01s3vk,302970,irish
310,/m/0k6x0x,skilled_badass,Jimmy 'The Tulip' Tudeski,Bruce Willis,45.0,1955.0,,M,1.8,/m/0h7pj,The Whole Nine Yards,"['Crime Fiction', 'Crime Comedy', 'Adventure', 'Gangster Film', 'Action/Adventure', 'Drama', 'Comedy', 'Black comedy', 'Action']",2000.0,2000.0,106371651.0,/m/0g5qvj,6446995,
315,/m/0k68kd,skilled_badass,John Lee,Chow Yun-Fat,43.0,1955.0,/m/03bx0k4,M,1.83,/m/0m9v7,The Replacement Killers,"['Thriller', 'Crime Fiction', 'Action Thrillers', 'Action/Adventure', 'Crime Thriller', 'Action']",1990.0,1998.0,,/m/04qbts,1289336,hongkongers
136,/m/0jvqzw,crazy_jealous_guy,John Lotter,Peter Sarsgaard,28.0,1971.0,/m/0dqqwy,M,1.83,/m/03x400,Boys Don't Cry,"['Crime Fiction', 'Gay', 'Gay Interest', 'Drama', 'Docudrama', 'Gay Themed', 'Romance Film']",1990.0,1999.0,11533945.0,/m/02nczh,543162,danish
