,Actor,Landmarks,Encodings
0,Dustin Hoffman,"[{'chin': [(141, 392), (141, 434), (141, 477), (143, 519), (155, 560), (178, 597), (211, 627), (249, 651), (295, 657), (341, 651), (376, 628), (405, 599), (426, 563), (438, 525), (444, 482), (446, 441), (446, 399)], 'left_eyebrow': [(177, 372), (196, 354), (225, 352), (254, 355), (283, 364)], 'right_eyebrow': [(327, 363), (354, 356), (381, 354), (406, 361), (422, 380)], 'nose_bridge': [(302, 389), (301, 417), (300, 446), (298, 475)], 'nose_tip': [(265, 491), (280, 498), (297, 505), (316, 501), (332, 495)], 'left_eye': [(207, 394), (223, 385), (242, 385), (259, 396), (241, 400), (223, 401)], 'right_eye': [(344, 397), (360, 387), (378, 389), (392, 399), (378, 404), (361, 403)], 'top_lip': [(231, 546), (258, 543), (280, 541), (296, 546), (313, 543), (334, 546), (354, 552), (345, 552), (314, 553), (296, 554), (280, 552), (239, 549)], 'bottom_lip': [(354, 552), (333, 564), (313, 571), (295, 572), (278, 571), (257, 565), (231, 546), (239, 549), (279, 554), (295, 556), (313, 554), (345, 552)]}]","[array([ 0.0167025 ,  0.12338186, -0.03214089, -0.09755242, -0.10849575,
       -0.03768814, -0.01481052, -0.17566542,  0.16209462, -0.0809679 ,
        0.19532429, -0.01303899, -0.23687777, -0.0911705 ,  0.05729875,
        0.06608672, -0.22125268, -0.06333809, -0.18956716, -0.12074959,
       -0.06369413,  0.04207951,  0.00108291, -0.00358941, -0.14663723,
       -0.245692  , -0.01481652, -0.12741737,  0.12940884, -0.12062544,
        0.00622153, -0.01109684, -0.25468665, -0.12947848,  0.00758041,
        0.03786198, -0.06192017, -0.03142808,  0.11464869,  0.03956156,
       -0.19238983,  0.02218108, -0.02011548,  0.15384917,  0.24410501,
        0.00416153,  0.00567919, -0.16137904,  0.20008013, -0.24089006,
        0.09999438,  0.08990937,  0.10278875,  0.04584259,  0.06867298,
       -0.11884365, -0.02118018,  0.16654739, -0.21079238,  0.0925677 ,
        0.18825276, -0.09471592, -0.06912441, -0.01524475,  0.09818109,
        0.07367209, -0.05332996, -0.16585636,  0.15047865, -0.19969252,
       -0.10949497,  0.0803499 ,  0.0426047 , -0.13699126, -0.32318008,
        0.04195035,  0.36971849,  0.2060221 , -0.18665969, -0.05398717,
       -0.15457238, -0.042355  ,  0.10603702,  0.00277889, -0.03117212,
       -0.05967151, -0.08075535,  0.01452811,  0.21664682, -0.03123827,
        0.00305562,  0.25566334, -0.02972536,  0.02875674, -0.0056222 ,
        0.03006666, -0.2237647 , -0.00565376, -0.0752441 , -0.10725884,
        0.1145297 , -0.06992953,  0.0454324 ,  0.13873868, -0.16530541,
        0.26045597, -0.02902356, -0.0111823 ,  0.08980668, -0.0526339 ,
        0.02124552, -0.04556914,  0.19111961, -0.20252615,  0.25453201,
        0.14785168,  0.02950757,  0.10320011,  0.05276472,  0.03530526,
       -0.01669244, -0.03820726, -0.19321802, -0.12729804, -0.00741483,
       -0.03603268,  0.04673243,  0.00264653])]"
1,Edward Norton,"[{'chin': [(123, 323), (131, 358), (141, 391), (153, 423), (170, 452), (191, 477), (217, 497), (247, 512), (278, 514), (308, 504), (332, 484), (352, 460), (368, 431), (375, 399), (378, 364), (378, 329), (377, 293)], 'left_eyebrow': [(144, 300), (154, 276), (177, 264), (204, 260), (230, 264)], 'right_eyebrow': [(261, 260), (285, 250), (311, 246), (337, 252), (352, 271)], 'nose_bridge': [(249, 288), (252, 312), (256, 336), (259, 360)], 'nose_tip': [(237, 382), (249, 384), (263, 385), (274, 381), (284, 375)], 'left_eye': [(172, 307), (184, 297), (199, 294), (215, 302), (201, 306), (186, 309)], 'right_eye': [(285, 292), (299, 280), (314, 278), (329, 286), (316, 289), (301, 291)], 'top_lip': [(221, 434), (239, 424), (253, 417), (265, 418), (277, 413), (293, 414), (312, 418), (306, 418), (279, 420), (267, 424), (255, 424), (228, 432)], 'bottom_lip': [(312, 418), (297, 428), (284, 434), (271, 437), (259, 438), (243, 438), (221, 434), (228, 432), (257, 424), (268, 423), (280, 420), (306, 418)]}]","[array([-0.00984838,  0.17413326,  0.10402523, -0.03740576, -0.12908803,
        0.12495827,  0.06816195, -0.09591394,  0.15184918, -0.07816548,
        0.20342229, -0.02327923, -0.26208413,  0.00564766, -0.00461003,
        0.12455054, -0.12537633, -0.20397004, -0.20653723, -0.03070803,
       -0.0431093 ,  0.02593929, -0.10528123,  0.01042879, -0.12156089,
       -0.33759862,  0.02253317, -0.08226446,  0.07955126, -0.13241757,
       -0.05246785,  0.0792497 , -0.15629189, -0.02027975, -0.02987941,
        0.01718175, -0.08640213, -0.07894251,  0.26571527,  0.04597401,
       -0.21846636,  0.13390025,  0.03212473,  0.31835961,  0.21611626,
       -0.02048429,  0.04603123, -0.11676201,  0.18549253, -0.27559903,
        0.02047594,  0.20426346,  0.11234373,  0.11673018,  0.06478639,
       -0.18671121,  0.04263166, -0.01165846, -0.18762699,  0.10060526,
        0.1163637 , -0.1000985 , -0.00736052, -0.0852197 ,  0.17648003,
       -0.01300465, -0.04432189, -0.0956891 ,  0.15624912, -0.14476801,
       -0.05978475,  0.04339498, -0.10405689, -0.13790835, -0.2345396 ,
        0.04974373,  0.40059447,  0.17302555, -0.27462876,  0.02229328,
       -0.09586911, -0.07082801,  0.13241166,  0.05456637, -0.05970475,
       -0.07076535, -0.1110987 ,  0.05029884,  0.31503665, -0.00358114,
        0.02820962,  0.24950188,  0.1026907 , -0.06395528,  0.05033858,
        0.03319094, -0.11121476, -0.01150706, -0.15728758,  0.01180387,
        0.01431073, -0.11832196, -0.01774085,  0.08164649, -0.25659007,
        0.25961438,  0.01556714,  0.01673677,  0.00905802, -0.06318727,
       -0.0925751 ,  0.0391272 ,  0.24684989, -0.22996683,  0.18392523,
        0.15509751,  0.0498215 ,  0.05972905,  0.07840829,  0.02920108,
       -0.04436485, -0.01817086, -0.21219707, -0.11830305,  0.07658093,
       -0.06390866,  0.03786819,  0.07749592])]"
2,David Krumholtz,"[{'chin': [(226, 713), (238, 803), (253, 892), (272, 979), (310, 1056), (373, 1120), (448, 1169), (522, 1213), (602, 1222), (673, 1198), (727, 1136), (785, 1073), (831, 1002), (857, 922), (867, 839), (873, 756), (873, 670)], 'left_eyebrow': [(301, 701), (337, 652), (397, 630), (461, 630), (526, 641)], 'right_eyebrow': [(609, 635), (670, 615), (728, 607), (789, 617), (823, 658)], 'nose_bridge': [(575, 692), (581, 754), (587, 816), (594, 880)], 'nose_tip': [(526, 892), (558, 906), (593, 920), (627, 902), (656, 884)], 'left_eye': [(381, 716), (412, 695), (451, 692), (485, 712), (452, 720), (414, 725)], 'right_eye': [(658, 699), (688, 675), (724, 673), (754, 688), (729, 700), (694, 702)], 'top_lip': [(447, 961), (504, 955), (558, 953), (595, 957), (635, 947), (681, 943), (729, 941), (710, 949), (637, 959), (597, 968), (559, 965), (464, 966)], 'bottom_lip': [(729, 941), (686, 1005), (643, 1037), (601, 1048), (561, 1046), (504, 1022), (447, 961), (464, 966), (559, 1010), (598, 1013), (639, 1004), (710, 949)]}]","[array([-0.18904248,  0.11554453,  0.05453956, -0.07815972, -0.11871335,
       -0.00679664, -0.02597579, -0.01460433,  0.19882157, -0.11827377,
        0.153877  ,  0.03458406, -0.21356523,  0.04226844, -0.06592685,
        0.15189272, -0.13670614, -0.09667608, -0.14884558, -0.16211733,
        0.05035518,  0.16464324, -0.11076607, -0.00900202, -0.18175463,
       -0.27294227, -0.03609562, -0.13801062, -0.07243797, -0.08231379,
        0.10248715, -0.01239321, -0.14998473, -0.05667546,  0.03837544,
        0.09681838, -0.10986512,  0.01110587,  0.14222589,  0.06122538,
       -0.09635752,  0.09821056,  0.0554179 ,  0.33377984,  0.10865715,
        0.04665486,  0.01159449, -0.07439257,  0.13752434, -0.31307355,
        0.07165491,  0.10877265,  0.09021267,  0.11172356,  0.17669688,
       -0.1299409 ,  0.03671268,  0.08295056, -0.21855193,  0.08999514,
        0.10009956,  0.03857471, -0.10261343, -0.0600474 ,  0.15151356,
        0.12466722, -0.10743599, -0.11169308,  0.09936162, -0.19600987,
       -0.08663987,  0.05728471, -0.07750273, -0.19350003, -0.23643489,
        0.07863185,  0.41478395,  0.23431325, -0.16940881, -0.03504644,
        0.00304749,  0.00323325,  0.11081313, -0.03268856, -0.08603314,
       -0.00377364, -0.00570915,  0.09864736,  0.18449497,  0.033103  ,
       -0.07437654,  0.22812675,  0.08759565, -0.01572863,  0.00862404,
       -0.04666878, -0.09544627, -0.09179038, -0.13347685, -0.04400731,
        0.05083012, -0.01678949, -0.00241452,  0.06839856, -0.12940402,
        0.24600886, -0.02705717, -0.02473328, -0.10529203,  0.10521829,
       -0.18307391,  0.05400969,  0.20891848, -0.12845594,  0.21029125,
        0.15257241, -0.03315655,  0.10682853,  0.09803601, -0.03455005,
       -0.03911524,  0.04056543, -0.16811281, -0.13758659,  0.04089254,
       -0.03123983,  0.1090183 ,  0.00752099])]"
3,Matthew Broderick,"[{'chin': [(132, 373), (138, 413), (144, 453), (151, 495), (164, 535), (188, 569), (223, 597), (265, 620), (311, 624), (355, 612), (394, 585), (427, 554), (449, 517), (459, 476), (461, 434), (462, 392), (464, 350)], 'left_eyebrow': [(155, 347), (171, 321), (199, 306), (229, 306), (259, 315)], 'right_eyebrow': [(316, 312), (344, 300), (375, 296), (404, 304), (425, 325)], 'nose_bridge': [(289, 343), (291, 371), (293, 399), (295, 429)], 'nose_tip': [(268, 449), (282, 455), (298, 459), (313, 452), (327, 445)], 'left_eye': [(191, 358), (208, 344), (228, 343), (246, 356), (228, 360), (208, 362)], 'right_eye': [(337, 349), (355, 335), (374, 334), (391, 346), (376, 351), (357, 351)], 'top_lip': [(233, 499), (262, 496), (285, 491), (302, 493), (320, 488), (343, 488), (371, 486), (360, 490), (321, 497), (303, 501), (286, 501), (244, 502)], 'bottom_lip': [(371, 486), (346, 508), (324, 518), (306, 522), (288, 522), (264, 518), (233, 499), (244, 502), (287, 504), (304, 505), (322, 501), (360, 490)]}]","[array([-1.50219575e-01,  1.07419252e-01,  9.21164304e-02,  2.61557177e-02,
       -1.31826013e-01, -2.46557444e-02, -1.76473670e-02, -4.68548238e-02,
        7.85815790e-02, -1.33563519e-01,  2.26173997e-01, -1.05153561e-01,
       -2.26697862e-01, -3.04141361e-02, -3.39577422e-02,  1.92648157e-01,
       -1.98256582e-01, -1.22599021e-01, -1.15374207e-01, -6.73604459e-02,
        1.30801678e-01,  9.15684104e-02, -3.22802849e-02,  4.02040556e-02,
       -1.32012531e-01, -2.68269986e-01, -1.32248625e-02, -8.84218216e-02,
        1.11364171e-01, -1.23503894e-01, -1.23115256e-03,  1.90897509e-02,
       -1.21062383e-01, -6.05746694e-02,  4.64532264e-02,  3.13811973e-02,
       -9.37268138e-03, -1.04878068e-01,  2.02145845e-01,  4.07664143e-02,
       -1.86084151e-01, -2.04430521e-03,  3.22797373e-02,  2.91387439e-01,
        1.19560882e-01,  2.48044468e-02,  5.90210035e-03, -1.16032988e-01,
        1.34090051e-01, -3.71318161e-01,  3.58583927e-02,  1.38831586e-01,
        1.29777163e-01,  7.67291486e-02,  1.18386112e-01, -1.88945040e-01,
        1.19341314e-01,  1.78229496e-01, -2.37879142e-01,  1.70960218e-01,
        4.82121035e-02, -7.06228688e-02,  7.38421232e-02,  5.32212108e-02,
        1.69644251e-01,  2.28288826e-02, -6.63575456e-02, -9.10036191e-02,
        1.46771252e-01, -9.59311351e-02, -6.58464134e-02,  1.24816403e-01,
       -5.32522462e-02, -2.45055109e-01, -2.87814766e-01, -8.28506052e-03,
        4.55863386e-01,  2.12076962e-01, -2.40623862e-01,  3.06600947e-02,
       -3.82306240e-02, -3.12723443e-02,  1.79895565e-01,  1.30640000e-01,
       -6.30249754e-02, -9.21666026e-02, -1.37348026e-01,  2.76557654e-02,
        1.77867413e-01, -1.91723332e-02, -3.91936712e-02,  3.36210132e-01,
        9.99999046e-02, -2.49969363e-02,  4.73656654e-02,  1.11720264e-02,
       -9.66910645e-02, -5.04076406e-02, -5.55687323e-02, -1.02925196e-01,
        7.98258111e-02, -6.22042790e-02, -1.25642568e-02,  1.13861322e-01,
       -2.04004347e-01,  1.32302254e-01, -4.71018180e-02, -1.40835606e-02,
       -3.11326012e-02, -5.15921414e-02, -5.20419329e-02,  5.22797406e-02,
        1.26767680e-01, -2.42347002e-01,  1.27229154e-01,  2.36912414e-01,
        2.74810120e-02,  1.50390938e-01,  8.35474059e-02, -2.13656127e-02,
        7.66363293e-02, -8.45971256e-02, -1.36976764e-01, -7.01914057e-02,
        6.41991496e-02, -6.02774546e-02, -2.07334757e-04,  2.51505673e-02])]"
4,Ronny Cox,"[{'chin': [(270, 723), (249, 839), (236, 953), (233, 1067), (268, 1176), (335, 1271), (420, 1347), (514, 1409), (617, 1433), (715, 1431), (797, 1383), (867, 1315), (919, 1232), (956, 1147), (987, 1060), (1016, 970), (1037, 881)], 'left_eyebrow': [(456, 684), (531, 652), (612, 649), (689, 670), (758, 712)], 'right_eyebrow': [(860, 733), (923, 728), (982, 736), (1034, 767), (1051, 817)], 'nose_bridge': [(790, 792), (779, 864), (771, 935), (762, 1010)], 'nose_tip': [(638, 1023), (680, 1047), (724, 1072), (769, 1066), (807, 1056)], 'left_eye': [(537, 747), (581, 738), (624, 749), (659, 779), (616, 778), (573, 769)], 'right_eye': [(855, 820), (901, 804), (944, 816), (971, 841), (936, 846), (895, 837)], 'top_lip': [(526, 1130), (599, 1124), (660, 1132), (703, 1151), (751, 1148), (785, 1162), (813, 1187), (791, 1181), (742, 1173), (695, 1171), (651, 1157), (548, 1132)], 'bottom_lip': [(813, 1187), (768, 1197), (728, 1201), (680, 1198), (634, 1185), (582, 1164), (526, 1130), (548, 1132), (649, 1151), (692, 1167), (739, 1169), (791, 1181)]}]","[array([-0.08915272,  0.10389782,  0.07653827, -0.03823241, -0.10698572,
       -0.08371674, -0.02253067, -0.11911581,  0.0964153 , -0.07549547,
        0.18321279, -0.08105193, -0.29272717, -0.05108411,  0.08919015,
        0.14804758, -0.17327841, -0.13026404, -0.1199753 , -0.11555675,
       -0.01565204,  0.01820217, -0.01104712,  0.02317905, -0.12902826,
       -0.36259726, -0.13600001, -0.00594584,  0.01882434, -0.0647262 ,
        0.02692045, -0.02051492, -0.25773036, -0.10185307, -0.00960231,
        0.06396715, -0.06739604, -0.13855253,  0.11257558,  0.00194149,
       -0.11563783,  0.06834665,  0.00869659,  0.17997947,  0.23309042,
        0.03275164,  0.05132986, -0.05927522,  0.08190706, -0.2623457 ,
        0.05785015,  0.16502926,  0.05396535,  0.09535255,  0.0735323 ,
       -0.08062634,  0.00040844,  0.19017464, -0.15049925,  0.06627227,
        0.09834211, -0.11373325,  0.05213626, -0.04307392,  0.12590533,
        0.08503836, -0.05063654, -0.09711051,  0.16294983, -0.16628559,
       -0.08905578, -0.0724228 , -0.06706225, -0.16529351, -0.35419232,
        0.0902371 ,  0.26620576,  0.14257699, -0.21188881,  0.00362419,
       -0.05345315,  0.04054807,  0.08741032,  0.02953675,  0.01735317,
       -0.15482587, -0.15028879,  0.04046507,  0.25041747, -0.03448422,
        0.00838464,  0.25558892, -0.01181586, -0.00663786,  0.06205646,
        0.08308835, -0.13152993, -0.02625472, -0.05722893,  0.056145  ,
        0.06310244, -0.08220118, -0.04056926,  0.11433987, -0.1139661 ,
        0.17782889, -0.03496841, -0.01548071, -0.05485001, -0.03894649,
       -0.06051408, -0.01602858,  0.12832242, -0.1969931 ,  0.27193978,
        0.21797845, -0.12428254,  0.15669899,  0.0041693 ,  0.10268904,
       -0.03841011, -0.03455625, -0.12153407, -0.15669361, -0.01097051,
        0.05118323,  0.00413379,  0.08827095])]"
5,Peter Weller,"[{'chin': [(91, 267), (92, 304), (98, 342), (105, 377), (114, 413), (130, 451), (153, 482), (181, 511), (217, 519), (255, 515), (293, 494), (325, 466), (350, 435), (368, 396), (379, 354), (385, 312), (388, 269)], 'left_eyebrow': [(114, 228), (134, 218), (158, 222), (181, 229), (203, 239)], 'right_eyebrow': [(241, 238), (266, 231), (291, 226), (318, 229), (339, 240)], 'nose_bridge': [(220, 254), (218, 281), (217, 309), (216, 337)], 'nose_tip': [(189, 352), (202, 357), (217, 361), (233, 359), (248, 356)], 'left_eye': [(134, 251), (148, 244), (164, 245), (179, 254), (162, 257), (147, 257)], 'right_eye': [(267, 256), (281, 247), (298, 249), (314, 257), (298, 262), (283, 261)], 'top_lip': [(164, 417), (183, 407), (203, 401), (217, 406), (234, 403), (256, 410), (276, 418), (265, 418), (234, 418), (217, 419), (203, 417), (172, 417)], 'bottom_lip': [(276, 418), (256, 433), (234, 440), (215, 441), (200, 440), (181, 434), (164, 417), (172, 417), (201, 415), (215, 417), (233, 415), (265, 418)]}]","[array([-0.05794566,  0.07447945,  0.00647474, -0.10016663, -0.10588942,
        0.02900733, -0.08207208, -0.09567683,  0.12961945,  0.08862108,
        0.19155143,  0.03186818, -0.28108066, -0.02095748,  0.05703742,
        0.06003083, -0.15486914, -0.01231347, -0.13237555, -0.15748498,
       -0.00544443,  0.01625596,  0.07785057,  0.05110585, -0.12690666,
       -0.13117468, -0.07252441, -0.13775161,  0.09709352, -0.16511503,
       -0.06808266,  0.01638959, -0.26384231, -0.12354814,  0.01593897,
        0.06866529, -0.06099353, -0.09804684,  0.13210094, -0.05338756,
       -0.0716987 ,  0.02577405,  0.03913239,  0.14376058,  0.27144295,
       -0.0189962 , -0.0297253 , -0.02506101,  0.12569886, -0.21267658,
        0.07438065,  0.14586625,  0.09550632,  0.05405718,  0.01256605,
       -0.17974456,  0.00629616,  0.18139607, -0.16096944,  0.09608258,
        0.05333813, -0.15615407, -0.09203307, -0.06697235,  0.07188144,
        0.11925782, -0.07160364, -0.22563821,  0.11773074, -0.12280179,
       -0.06422257,  0.0859262 , -0.1291967 , -0.12758492, -0.29534966,
        0.01442766,  0.33134383,  0.04870678, -0.25291538,  0.03465184,
       -0.1094312 , -0.09412464, -0.03670521,  0.04004036,  0.01065801,
       -0.06182677, -0.13019101,  0.0125844 ,  0.19075111, -0.08665086,
        0.06996483,  0.24606773,  0.01860918,  0.0218206 ,  0.03293543,
        0.12294307, -0.1333784 , -0.04957792, -0.1105751 , -0.01945092,
       -0.03128439, -0.14703366, -0.05388002,  0.10129127, -0.16959354,
        0.16987492,  0.05318309, -0.01664694, -0.05217414, -0.11110884,
       -0.00745405, -0.05542859,  0.21652466, -0.26351199,  0.18600297,
        0.21501866,  0.02212654,  0.09215337, -0.02197326,  0.11834166,
        0.01547273,  0.0434326 , -0.18245968, -0.08732529, -0.04282257,
       -0.04401465, -0.11013283,  0.09182353])]"
6,Russell Crowe,"[{'chin': [(123, 388), (129, 443), (139, 496), (151, 548), (172, 597), (202, 641), (235, 682), (273, 720), (323, 731), (376, 720), (424, 686), (469, 644), (505, 594), (524, 537), (532, 479), (535, 420), (535, 359)], 'left_eyebrow': [(149, 379), (166, 346), (200, 330), (238, 328), (276, 334)], 'right_eyebrow': [(331, 326), (371, 319), (408, 316), (444, 325), (468, 349)], 'nose_bridge': [(306, 363), (308, 398), (309, 433), (311, 470)], 'nose_tip': [(278, 499), (296, 504), (316, 507), (336, 501), (355, 493)], 'left_eye': [(196, 390), (214, 377), (236, 372), (260, 380), (240, 387), (218, 393)], 'right_eye': [(365, 371), (385, 360), (407, 362), (428, 373), (407, 377), (386, 376)], 'top_lip': [(253, 577), (277, 568), (300, 561), (320, 565), (339, 558), (366, 561), (395, 566), (383, 566), (341, 570), (321, 575), (300, 574), (266, 576)], 'bottom_lip': [(395, 566), (368, 588), (343, 597), (322, 601), (301, 601), (278, 595), (253, 577), (266, 576), (300, 580), (320, 582), (341, 577), (383, 566)]}]","[array([-0.0745468 ,  0.075645  , -0.02317266, -0.04808212, -0.11484967,
        0.01462749,  0.01220378, -0.06350431,  0.12634921,  0.0114681 ,
        0.09050445, -0.09559543, -0.26643461,  0.00252839,  0.08882289,
        0.08763972, -0.05354867, -0.14517507, -0.17812993, -0.03668912,
       -0.06549426, -0.00263623, -0.03860322,  0.07191464, -0.14527464,
       -0.33752424, -0.05916726, -0.11892085, -0.00288792, -0.14027788,
       -0.04332496,  0.13833661, -0.18415692, -0.11292738, -0.00308859,
        0.04748987, -0.08463775, -0.07161543,  0.19957319,  0.10466427,
       -0.20423195,  0.01757453,  0.04666065,  0.32520503,  0.26865587,
        0.06698757, -0.00662329, -0.00919831,  0.17127663, -0.33791736,
        0.13849254,  0.1144131 ,  0.15892845,  0.06265853,  0.15051679,
       -0.17360014,  0.06326485,  0.06462723, -0.25563172,  0.12376916,
        0.08012756, -0.07849374, -0.06288979, -0.11974727,  0.25029355,
        0.17156577, -0.06795914, -0.05582786,  0.13988456, -0.13724795,
       -0.06076336,  0.03701357, -0.09980354, -0.18032393, -0.31304553,
        0.10475419,  0.28892004,  0.1719984 , -0.30426839, -0.01546371,
        0.02109437, -0.01780129,  0.12604299,  0.07894751, -0.07324309,
       -0.12066785, -0.06772445, -0.06630355,  0.22114202, -0.00099444,
       -0.03813265,  0.20850053, -0.01320816, -0.06905557,  0.066881  ,
        0.05135378, -0.15214857, -0.06258409, -0.13304085, -0.04138219,
        0.12157293, -0.11364727, -0.0548708 ,  0.13442124, -0.19493204,
        0.20060654, -0.03143182, -0.01487485,  0.00678047, -0.09315744,
       -0.07847665, -0.00251496,  0.17664619, -0.24208805,  0.18870303,
        0.10176551, -0.09086512,  0.07991793,  0.01576594,  0.07832538,
       -0.01859253,  0.08431388, -0.19159468, -0.11732708,  0.14656673,
       -0.01317111, -0.01838453,  0.05522893])]"
7,Nick Chinlund,"[{'chin': [(115, 461), (118, 527), (124, 593), (132, 657), (152, 718), (187, 771), (230, 817), (278, 855), (339, 862), (399, 852), (447, 810), (487, 764), (523, 713), (543, 654), (552, 590), (560, 527), (568, 461)], 'left_eyebrow': [(157, 475), (194, 457), (237, 462), (278, 474), (318, 492)], 'right_eyebrow': [(383, 494), (421, 474), (459, 459), (501, 452), (533, 471)], 'nose_bridge': [(348, 514), (348, 560), (348, 606), (348, 653)], 'nose_tip': [(296, 657), (320, 669), (346, 679), (373, 668), (395, 656)], 'left_eye': [(210, 498), (236, 491), (263, 493), (285, 508), (259, 510), (233, 508)], 'right_eye': [(408, 507), (432, 491), (459, 488), (481, 496), (461, 505), (436, 507)], 'top_lip': [(247, 711), (287, 715), (318, 715), (344, 722), (370, 714), (398, 713), (433, 704), (418, 713), (371, 728), (343, 732), (317, 729), (262, 717)], 'bottom_lip': [(433, 704), (399, 736), (371, 751), (343, 754), (316, 753), (283, 740), (247, 711), (262, 717), (317, 729), (343, 732), (370, 727), (418, 713)]}]","[array([-0.11593455,  0.10624639,  0.10015372, -0.05599286, -0.12756562,
        0.00244014, -0.01212994, -0.05545956,  0.04756219,  0.03850482,
        0.27323332, -0.03685795, -0.29953387, -0.16661616,  0.05708896,
        0.05510823, -0.13061345, -0.03163695, -0.15625459, -0.10314295,
       -0.00425109,  0.01450845,  0.10979784, -0.02185721, -0.15897363,
       -0.33067709, -0.04472179, -0.12948281,  0.12412593, -0.13603143,
        0.01900812,  0.05352236, -0.25910452, -0.11146504,  0.01370813,
        0.04749837, -0.11381343, -0.01173881,  0.20164716, -0.13906777,
       -0.14931247,  0.01746635,  0.08313166,  0.1654423 ,  0.26215616,
        0.06549244,  0.01454065, -0.04062679,  0.19124721, -0.31915689,
        0.08657809,  0.21295317,  0.07541977,  0.05565382,  0.14320923,
       -0.15855381,  0.02395552,  0.07304191, -0.20320179,  0.0262627 ,
        0.03072078, -0.00118604, -0.05086933, -0.08040206,  0.13234203,
        0.00880067, -0.15218648, -0.15402903,  0.0831027 , -0.17868711,
        0.0772436 ,  0.21548246, -0.12731931, -0.17471178, -0.33650595,
        0.09924474,  0.36616182,  0.08242194, -0.14728978,  0.02391769,
       -0.09805151, -0.08494301, -0.02813394, -0.01703702, -0.08664938,
       -0.04412267, -0.09915988,  0.04813926,  0.1485405 , -0.09294164,
        0.01342043,  0.24731098,  0.02880763,  0.05054343,  0.03062499,
        0.11381339, -0.14891   , -0.07734227, -0.08843593,  0.09143201,
        0.05862536, -0.16183573, -0.03790274,  0.05340177, -0.13799202,
        0.20419326, -0.04269023,  0.01531795, -0.07362285, -0.13253947,
       -0.11784662,  0.00283584,  0.16292781, -0.3275871 ,  0.2655741 ,
        0.15651116, -0.05186669,  0.09520907,  0.08845252,  0.03708568,
       -0.02860719,  0.04108696, -0.0770327 , -0.15004045,  0.04360337,
       -0.11882217, -0.01279463, -0.01803172])]"
8,Tom Hollander,"[{'chin': [(304, 734), (314, 843), (332, 948), (355, 1055), (391, 1159), (453, 1251), (540, 1324), (637, 1379), (743, 1390), (839, 1367), (917, 1306), (983, 1229), (1026, 1137), (1045, 1033), (1054, 929), (1064, 830), (1069, 729)], 'left_eyebrow': [(378, 695), (441, 645), (524, 630), (607, 638), (686, 667)], 'right_eyebrow': [(787, 659), (855, 631), (928, 624), (998, 638), (1042, 688)], 'nose_bridge': [(736, 725), (738, 798), (741, 873), (745, 947)], 'nose_tip': [(661, 989), (699, 1004), (741, 1017), (781, 1004), (815, 988)], 'left_eye': [(478, 731), (520, 701), (577, 701), (624, 738), (575, 753), (520, 754)], 'right_eye': [(822, 735), (866, 696), (919, 696), (958, 727), (924, 748), (872, 748)], 'top_lip': [(571, 1125), (638, 1121), (695, 1111), (736, 1124), (778, 1113), (830, 1125), (890, 1123), (865, 1131), (780, 1138), (736, 1144), (694, 1138), (594, 1132)], 'bottom_lip': [(890, 1123), (833, 1164), (781, 1180), (736, 1185), (691, 1181), (636, 1165), (571, 1125), (594, 1132), (692, 1140), (735, 1145), (779, 1140), (865, 1131)]}]","[array([-0.12059623,  0.17665954,  0.06074147,  0.00848767, -0.04572601,
        0.02252208, -0.02656213, -0.02750936,  0.16717756, -0.07082445,
        0.15951568, -0.00469381, -0.27741235, -0.03654427, -0.0501808 ,
        0.06009016, -0.17924669, -0.1073539 , -0.1297086 , -0.00756775,
       -0.02822376,  0.10206684,  0.03862082, -0.03606807, -0.07160013,
       -0.36483264, -0.06984976, -0.11138065,  0.13583924, -0.08415219,
       -0.01987319,  0.00459234, -0.18402708, -0.08976252,  0.03438162,
        0.08402163, -0.11326391, -0.02944079,  0.24914815,  0.0170248 ,
       -0.1264959 , -0.03834611, -0.00314213,  0.33047891,  0.1298838 ,
        0.0303362 ,  0.01088447, -0.12177718,  0.1633665 , -0.29305184,
        0.16586521,  0.10668544,  0.22234082,  0.10941206,  0.19068488,
       -0.26497936,  0.03622633,  0.14186794, -0.18048568,  0.18835631,
       -0.03494111, -0.10033319,  0.01942355,  0.0030027 ,  0.2116701 ,
        0.07375744, -0.03356177, -0.17689697,  0.27812082, -0.14596441,
        0.04510316,  0.18500847,  0.0148271 , -0.15212145, -0.30536878,
        0.0278693 ,  0.36498716,  0.13026631, -0.19321728, -0.02919172,
       -0.05831907, -0.09999701,  0.06625322,  0.10788676, -0.17462339,
       -0.04840861, -0.12001389, -0.01782495,  0.22908211, -0.02223641,
       -0.11151047,  0.18463939,  0.04745885,  0.03272889,  0.09531574,
       -0.05063747, -0.10839549, -0.06430508, -0.1361448 ,  0.00583805,
        0.04419412, -0.20308354, -0.09871916,  0.12555075, -0.14727551,
        0.07808413,  0.01596354, -0.07058448,  0.00749937, -0.02806662,
       -0.13186133, -0.04381935,  0.22913089, -0.34987551,  0.27136946,
        0.14618444, -0.0013934 ,  0.18582463,  0.02814305,  0.05918904,
        0.03548782, -0.03398839, -0.14172147, -0.10244814,  0.04457436,
       -0.02057191, -0.04088983,  0.05187187])]"
