Actor,Landmarks,Encodings
Dustin Hoffman,"[{'chin': [(141, 392), (141, 434), (141, 477), (143, 519), (155, 560), (178, 597), (211, 627), (249, 651), (295, 657), (341, 651), (376, 628), (405, 599), (426, 563), (438, 525), (444, 482), (446, 441), (446, 399)], 'left_eyebrow': [(177, 372), (196, 354), (225, 352), (254, 355), (283, 364)], 'right_eyebrow': [(327, 363), (354, 356), (381, 354), (406, 361), (422, 380)], 'nose_bridge': [(302, 389), (301, 417), (300, 446), (298, 475)], 'nose_tip': [(265, 491), (280, 498), (297, 505), (316, 501), (332, 495)], 'left_eye': [(207, 394), (223, 385), (242, 385), (259, 396), (241, 400), (223, 401)], 'right_eye': [(344, 397), (360, 387), (378, 389), (392, 399), (378, 404), (361, 403)], 'top_lip': [(231, 546), (258, 543), (280, 541), (296, 546), (313, 543), (334, 546), (354, 552), (345, 552), (314, 553), (296, 554), (280, 552), (239, 549)], 'bottom_lip': [(354, 552), (333, 564), (313, 571), (295, 572), (278, 571), (257, 565), (231, 546), (239, 549), (279, 554), (295, 556), (313, 554), (345, 552)]}]","[array([ 0.0167025 ,  0.12338186, -0.03214089, -0.09755242, -0.10849575,
       -0.03768814, -0.01481052, -0.17566542,  0.16209462, -0.0809679 ,
        0.19532429, -0.01303899, -0.23687777, -0.0911705 ,  0.05729875,
        0.06608672, -0.22125268, -0.06333809, -0.18956716, -0.12074959,
       -0.06369413,  0.04207951,  0.00108291, -0.00358941, -0.14663723,
       -0.245692  , -0.01481652, -0.12741737,  0.12940884, -0.12062544,
        0.00622153, -0.01109684, -0.25468665, -0.12947848,  0.00758041,
        0.03786198, -0.06192017, -0.03142808,  0.11464869,  0.03956156,
       -0.19238983,  0.02218108, -0.02011548,  0.15384917,  0.24410501,
        0.00416153,  0.00567919, -0.16137904,  0.20008013, -0.24089006,
        0.09999438,  0.08990937,  0.10278875,  0.04584259,  0.06867298,
       -0.11884365, -0.02118018,  0.16654739, -0.21079238,  0.0925677 ,
        0.18825276, -0.09471592, -0.06912441, -0.01524475,  0.09818109,
        0.07367209, -0.05332996, -0.16585636,  0.15047865, -0.19969252,
       -0.10949497,  0.0803499 ,  0.0426047 , -0.13699126, -0.32318008,
        0.04195035,  0.36971849,  0.2060221 , -0.18665969, -0.05398717,
       -0.15457238, -0.042355  ,  0.10603702,  0.00277889, -0.03117212,
       -0.05967151, -0.08075535,  0.01452811,  0.21664682, -0.03123827,
        0.00305562,  0.25566334, -0.02972536,  0.02875674, -0.0056222 ,
        0.03006666, -0.2237647 , -0.00565376, -0.0752441 , -0.10725884,
        0.1145297 , -0.06992953,  0.0454324 ,  0.13873868, -0.16530541,
        0.26045597, -0.02902356, -0.0111823 ,  0.08980668, -0.0526339 ,
        0.02124552, -0.04556914,  0.19111961, -0.20252615,  0.25453201,
        0.14785168,  0.02950757,  0.10320011,  0.05276472,  0.03530526,
       -0.01669244, -0.03820726, -0.19321802, -0.12729804, -0.00741483,
       -0.03603268,  0.04673243,  0.00264653])]"
Edward Norton,"[{'chin': [(123, 324), (131, 359), (141, 391), (154, 424), (170, 452), (192, 478), (218, 498), (249, 513), (280, 513), (310, 502), (335, 482), (355, 457), (369, 428), (376, 396), (378, 362), (378, 328), (377, 293)], 'left_eyebrow': [(144, 299), (155, 275), (178, 263), (204, 260), (230, 265)], 'right_eyebrow': [(262, 260), (287, 250), (313, 246), (338, 253), (353, 272)], 'nose_bridge': [(250, 288), (253, 312), (256, 336), (260, 360)], 'nose_tip': [(237, 382), (249, 384), (262, 385), (274, 380), (285, 375)], 'left_eye': [(173, 307), (184, 296), (200, 294), (216, 301), (202, 306), (186, 309)], 'right_eye': [(285, 292), (299, 280), (314, 278), (328, 286), (317, 289), (302, 291)], 'top_lip': [(222, 434), (239, 424), (253, 418), (266, 418), (278, 413), (294, 415), (314, 417), (308, 418), (279, 420), (267, 424), (255, 424), (228, 431)], 'bottom_lip': [(314, 417), (298, 428), (284, 433), (272, 436), (259, 437), (244, 437), (222, 434), (228, 431), (257, 424), (269, 423), (281, 420), (308, 418)]}]","[array([-0.01258461,  0.17603907,  0.10822831, -0.03959523, -0.13360739,
        0.12572089,  0.069028  , -0.09240603,  0.15004447, -0.07693172,
        0.2077855 , -0.01537981, -0.26323229,  0.00733587, -0.0007189 ,
        0.12482884, -0.1228686 , -0.20201409, -0.20764866, -0.03140652,
       -0.03962342,  0.03125162, -0.09392456,  0.00439701, -0.12654889,
       -0.33947799,  0.02152558, -0.07939716,  0.08010701, -0.13530262,
       -0.04764136,  0.07275185, -0.16024067, -0.02085057, -0.03104149,
        0.01404458, -0.09058528, -0.08662432,  0.2712428 ,  0.04833761,
       -0.21838376,  0.12969758,  0.03729735,  0.31817567,  0.21411438,
       -0.02569505,  0.05349258, -0.11659493,  0.18400475, -0.27379537,
        0.01989264,  0.19748175,  0.10840195,  0.11823882,  0.07093295,
       -0.18587901,  0.04397741, -0.00644466, -0.18837339,  0.09793426,
        0.11226282, -0.09174114, -0.00520628, -0.09047616,  0.18060623,
       -0.01445726, -0.04170537, -0.10088496,  0.15514144, -0.14167622,
       -0.0637401 ,  0.04921894, -0.10676849, -0.13629785, -0.23853751,
        0.04575035,  0.39258766,  0.16942422, -0.27200776,  0.02115154,
       -0.09324093, -0.07361316,  0.12774801,  0.05414943, -0.05657076,
       -0.06358552, -0.1098896 ,  0.05036087,  0.32073599, -0.00588971,
        0.02424944,  0.24906673,  0.10814925, -0.06774522,  0.05374715,
        0.03401636, -0.1146042 , -0.01255426, -0.16225338,  0.01418291,
        0.00688602, -0.12016038, -0.02057698,  0.08222383, -0.25788561,
        0.258495  ,  0.01477633,  0.00986885, -0.00105476, -0.06615014,
       -0.09654488,  0.04005347,  0.24262394, -0.2340986 ,  0.18519512,
        0.15914473,  0.04781061,  0.06037635,  0.07732019,  0.02747697,
       -0.04701193, -0.0096155 , -0.20796223, -0.11922414,  0.07516684,
       -0.06512583,  0.03945757,  0.07876258])]"
David Krumholtz,"[{'chin': [(231, 720), (242, 809), (259, 896), (281, 984), (320, 1061), (383, 1125), (456, 1173), (528, 1215), (606, 1223), (675, 1200), (730, 1141), (784, 1078), (829, 1007), (859, 926), (868, 842), (874, 760), (875, 675)], 'left_eyebrow': [(297, 700), (338, 651), (400, 631), (466, 629), (531, 644)], 'right_eyebrow': [(606, 632), (669, 613), (729, 607), (789, 618), (821, 661)], 'nose_bridge': [(577, 691), (583, 753), (589, 815), (595, 879)], 'nose_tip': [(523, 892), (558, 906), (594, 920), (629, 903), (658, 886)], 'left_eye': [(381, 718), (412, 696), (449, 693), (484, 711), (452, 719), (415, 724)], 'right_eye': [(657, 697), (690, 675), (726, 674), (755, 689), (729, 700), (695, 701)], 'top_lip': [(447, 962), (504, 954), (556, 954), (593, 959), (634, 950), (680, 945), (725, 942), (707, 949), (636, 960), (595, 969), (557, 965), (464, 966)], 'bottom_lip': [(725, 942), (686, 1001), (642, 1030), (600, 1039), (560, 1037), (505, 1015), (447, 962), (464, 966), (557, 1008), (596, 1012), (638, 1003), (707, 949)]}]","[array([-1.88390359e-01,  1.10951111e-01,  5.25057837e-02, -8.25791210e-02,
       -1.21064693e-01, -5.61331958e-03, -2.71255486e-02, -1.45971868e-02,
        2.01735586e-01, -1.23329006e-01,  1.63801491e-01,  3.59181985e-02,
       -2.10753068e-01,  4.09915224e-02, -6.34471476e-02,  1.55962288e-01,
       -1.44195884e-01, -9.09034610e-02, -1.46435082e-01, -1.55780196e-01,
        5.67833632e-02,  1.62669390e-01, -1.12306774e-01, -2.51463056e-03,
       -1.78776711e-01, -2.76707023e-01, -3.62405591e-02, -1.33701652e-01,
       -7.17921183e-02, -7.04434365e-02,  1.06777258e-01, -5.19126654e-03,
       -1.48580760e-01, -5.68209216e-02,  4.18302268e-02,  9.01085511e-02,
       -1.09457970e-01,  9.08449292e-03,  1.48369104e-01,  5.46549857e-02,
       -9.33275372e-02,  9.98603702e-02,  5.77496625e-02,  3.29893708e-01,
        1.04285657e-01,  3.82266901e-02,  1.92032196e-02, -7.34540671e-02,
        1.41988367e-01, -3.16420376e-01,  6.96416274e-02,  1.05728932e-01,
        9.18841213e-02,  1.09142631e-01,  1.81075826e-01, -1.28348425e-01,
        3.47522795e-02,  8.70209038e-02, -2.12285846e-01,  9.82399657e-02,
        1.00620300e-01,  3.74949388e-02, -1.01301849e-01, -6.40193596e-02,
        1.54050767e-01,  1.21437162e-01, -1.11197963e-01, -1.16573766e-01,
        1.00247025e-01, -1.84309170e-01, -8.92970487e-02,  5.80716729e-02,
       -8.35990906e-02, -1.94730878e-01, -2.38824427e-01,  7.80048966e-02,
        4.17131722e-01,  2.33971417e-01, -1.73443586e-01, -3.26123722e-02,
        2.30005011e-03,  1.68330967e-03,  1.09545648e-01, -3.28644663e-02,
       -8.17550048e-02, -7.38413632e-03, -6.81204163e-03,  1.04534656e-01,
        1.89060330e-01,  3.57930064e-02, -7.66288713e-02,  2.41635457e-01,
        9.09336433e-02, -1.35920569e-02,  6.53924234e-03, -4.86257598e-02,
       -9.00193155e-02, -9.53887552e-02, -1.38923988e-01, -3.97260487e-02,
        5.39965406e-02, -1.21938791e-02, -2.12013721e-04,  6.96682259e-02,
       -1.28303036e-01,  2.45124668e-01, -3.14682871e-02, -1.59006193e-02,
       -1.04016319e-01,  1.08075738e-01, -1.94155738e-01,  6.01768047e-02,
        2.06498057e-01, -1.24312833e-01,  2.08857134e-01,  1.42015055e-01,
       -1.89684406e-02,  1.03290610e-01,  1.01367451e-01, -4.19207513e-02,
       -3.53831947e-02,  3.61806899e-02, -1.69325411e-01, -1.35761857e-01,
        4.56306264e-02, -3.17787454e-02,  1.12070650e-01,  9.83146578e-03])]"
Matthew Broderick,"[{'chin': [(132, 373), (138, 413), (144, 453), (151, 495), (164, 535), (188, 569), (223, 597), (265, 620), (311, 624), (355, 612), (394, 585), (427, 554), (449, 517), (459, 476), (461, 434), (462, 392), (464, 350)], 'left_eyebrow': [(155, 347), (171, 321), (199, 306), (229, 306), (259, 315)], 'right_eyebrow': [(316, 312), (344, 300), (375, 296), (404, 304), (425, 325)], 'nose_bridge': [(289, 343), (291, 371), (293, 399), (295, 429)], 'nose_tip': [(268, 449), (282, 455), (298, 459), (313, 452), (327, 445)], 'left_eye': [(191, 358), (208, 344), (228, 343), (246, 356), (228, 360), (208, 362)], 'right_eye': [(337, 349), (355, 335), (374, 334), (391, 346), (376, 351), (357, 351)], 'top_lip': [(233, 499), (262, 496), (285, 491), (302, 493), (320, 488), (343, 488), (371, 486), (360, 490), (321, 497), (303, 501), (286, 501), (244, 502)], 'bottom_lip': [(371, 486), (346, 508), (324, 518), (306, 522), (288, 522), (264, 518), (233, 499), (244, 502), (287, 504), (304, 505), (322, 501), (360, 490)]}]","[array([-1.50219575e-01,  1.07419252e-01,  9.21164304e-02,  2.61557177e-02,
       -1.31826013e-01, -2.46557444e-02, -1.76473670e-02, -4.68548238e-02,
        7.85815790e-02, -1.33563519e-01,  2.26173997e-01, -1.05153561e-01,
       -2.26697862e-01, -3.04141361e-02, -3.39577422e-02,  1.92648157e-01,
       -1.98256582e-01, -1.22599021e-01, -1.15374207e-01, -6.73604459e-02,
        1.30801678e-01,  9.15684104e-02, -3.22802849e-02,  4.02040556e-02,
       -1.32012531e-01, -2.68269986e-01, -1.32248625e-02, -8.84218216e-02,
        1.11364171e-01, -1.23503894e-01, -1.23115256e-03,  1.90897509e-02,
       -1.21062383e-01, -6.05746694e-02,  4.64532264e-02,  3.13811973e-02,
       -9.37268138e-03, -1.04878068e-01,  2.02145845e-01,  4.07664143e-02,
       -1.86084151e-01, -2.04430521e-03,  3.22797373e-02,  2.91387439e-01,
        1.19560882e-01,  2.48044468e-02,  5.90210035e-03, -1.16032988e-01,
        1.34090051e-01, -3.71318161e-01,  3.58583927e-02,  1.38831586e-01,
        1.29777163e-01,  7.67291486e-02,  1.18386112e-01, -1.88945040e-01,
        1.19341314e-01,  1.78229496e-01, -2.37879142e-01,  1.70960218e-01,
        4.82121035e-02, -7.06228688e-02,  7.38421232e-02,  5.32212108e-02,
        1.69644251e-01,  2.28288826e-02, -6.63575456e-02, -9.10036191e-02,
        1.46771252e-01, -9.59311351e-02, -6.58464134e-02,  1.24816403e-01,
       -5.32522462e-02, -2.45055109e-01, -2.87814766e-01, -8.28506052e-03,
        4.55863386e-01,  2.12076962e-01, -2.40623862e-01,  3.06600947e-02,
       -3.82306240e-02, -3.12723443e-02,  1.79895565e-01,  1.30640000e-01,
       -6.30249754e-02, -9.21666026e-02, -1.37348026e-01,  2.76557654e-02,
        1.77867413e-01, -1.91723332e-02, -3.91936712e-02,  3.36210132e-01,
        9.99999046e-02, -2.49969363e-02,  4.73656654e-02,  1.11720264e-02,
       -9.66910645e-02, -5.04076406e-02, -5.55687323e-02, -1.02925196e-01,
        7.98258111e-02, -6.22042790e-02, -1.25642568e-02,  1.13861322e-01,
       -2.04004347e-01,  1.32302254e-01, -4.71018180e-02, -1.40835606e-02,
       -3.11326012e-02, -5.15921414e-02, -5.20419329e-02,  5.22797406e-02,
        1.26767680e-01, -2.42347002e-01,  1.27229154e-01,  2.36912414e-01,
        2.74810120e-02,  1.50390938e-01,  8.35474059e-02, -2.13656127e-02,
        7.66363293e-02, -8.45971256e-02, -1.36976764e-01, -7.01914057e-02,
        6.41991496e-02, -6.02774546e-02, -2.07334757e-04,  2.51505673e-02])]"
Ronny Cox,"[{'chin': [(283, 701), (264, 820), (249, 940), (246, 1058), (279, 1167), (345, 1264), (427, 1340), (524, 1405), (627, 1427), (723, 1421), (806, 1370), (872, 1303), (928, 1223), (969, 1141), (1000, 1053), (1032, 962), (1054, 870)], 'left_eyebrow': [(459, 678), (529, 642), (611, 640), (691, 664), (759, 714)], 'right_eyebrow': [(860, 721), (928, 720), (990, 729), (1042, 760), (1060, 808)], 'nose_bridge': [(791, 795), (782, 866), (773, 937), (766, 1009)], 'nose_tip': [(643, 1027), (685, 1050), (728, 1073), (772, 1069), (808, 1060)], 'left_eye': [(538, 748), (585, 736), (630, 749), (662, 784), (619, 782), (575, 771)], 'right_eye': [(857, 825), (903, 805), (944, 816), (969, 841), (937, 849), (896, 840)], 'top_lip': [(530, 1127), (599, 1118), (663, 1127), (703, 1145), (749, 1143), (781, 1158), (814, 1185), (792, 1179), (739, 1171), (695, 1168), (653, 1155), (554, 1130)], 'bottom_lip': [(814, 1185), (761, 1200), (720, 1201), (674, 1198), (630, 1187), (577, 1165), (530, 1127), (554, 1130), (647, 1145), (689, 1158), (734, 1160), (792, 1179)]}]","[array([-0.09662413,  0.10307239,  0.07101447, -0.03070125, -0.11738139,
       -0.07315639, -0.020927  , -0.11851405,  0.09239114, -0.07225773,
        0.18453166, -0.08712739, -0.29737675, -0.05523385,  0.0903503 ,
        0.1423717 , -0.16357109, -0.12766026, -0.12318154, -0.10675523,
       -0.02737991,  0.01534473, -0.00700027,  0.02106033, -0.13062951,
       -0.36581653, -0.13523574, -0.00860582,  0.01470022, -0.07701893,
        0.02099729, -0.01789815, -0.26002073, -0.10863412, -0.01550514,
        0.06887749, -0.0668138 , -0.13437134,  0.11705309,  0.0017571 ,
       -0.11584163,  0.0637555 ,  0.00573992,  0.19642635,  0.23357998,
        0.02598939,  0.04592603, -0.05619086,  0.08327974, -0.26004916,
        0.05147952,  0.16243231,  0.06147537,  0.08606635,  0.06907387,
       -0.06973112, -0.00097594,  0.19081232, -0.15321198,  0.06441747,
        0.0983728 , -0.11184092,  0.04540778, -0.05218415,  0.13647805,
        0.08662005, -0.05210565, -0.09554211,  0.16023822, -0.16329753,
       -0.08823555, -0.0731658 , -0.06911759, -0.16693616, -0.36337262,
        0.0867008 ,  0.25953308,  0.13725133, -0.21979772,  0.00073762,
       -0.05483791,  0.03539046,  0.08113875,  0.03599888,  0.01742244,
       -0.14569604, -0.14940742,  0.04671223,  0.25102055, -0.0400141 ,
        0.01304399,  0.2510542 , -0.00830515, -0.01345353,  0.0643521 ,
        0.08349708, -0.13187757, -0.03062084, -0.0631599 ,  0.06012658,
        0.06920599, -0.08726612, -0.03542176,  0.11640599, -0.11884347,
        0.18113032, -0.03115829, -0.01793074, -0.04914355, -0.05611031,
       -0.05836617, -0.01249261,  0.13609514, -0.20476997,  0.26537746,
        0.21130309, -0.12843694,  0.15290681,  0.0033302 ,  0.09954266,
       -0.04410158, -0.02294147, -0.12428417, -0.15657669, -0.00935104,
        0.04560629,  0.00583087,  0.08748426])]"
Peter Weller,"[{'chin': [(92, 257), (93, 296), (97, 336), (103, 372), (113, 409), (129, 446), (151, 478), (180, 508), (216, 518), (254, 514), (293, 492), (325, 463), (350, 430), (368, 391), (377, 347), (383, 304), (386, 258)], 'left_eyebrow': [(108, 222), (129, 211), (154, 215), (179, 223), (203, 234)], 'right_eyebrow': [(244, 234), (270, 228), (295, 223), (321, 227), (341, 237)], 'nose_bridge': [(220, 253), (219, 280), (218, 308), (217, 337)], 'nose_tip': [(190, 352), (202, 357), (216, 360), (232, 358), (247, 355)], 'left_eye': [(134, 250), (147, 242), (164, 244), (179, 254), (162, 258), (146, 257)], 'right_eye': [(266, 256), (279, 247), (296, 249), (311, 256), (296, 262), (281, 261)], 'top_lip': [(166, 416), (184, 407), (203, 401), (217, 406), (233, 402), (254, 408), (273, 418), (263, 418), (233, 417), (217, 419), (203, 416), (175, 416)], 'bottom_lip': [(273, 418), (254, 431), (233, 438), (215, 439), (200, 438), (183, 432), (166, 416), (175, 416), (202, 415), (216, 416), (232, 415), (263, 418)]}]","[array([-0.05639662,  0.08203399,  0.0060501 , -0.09676591, -0.0984974 ,
        0.02851644, -0.08216891, -0.09202023,  0.13201079,  0.09417036,
        0.19886352,  0.02631893, -0.29060718, -0.01528729,  0.05543384,
        0.06234732, -0.15131582, -0.01289546, -0.13370068, -0.15637508,
       -0.00934191,  0.01914157,  0.07739963,  0.04670758, -0.11910529,
       -0.13154823, -0.0678045 , -0.14222206,  0.10039937, -0.16824231,
       -0.0650421 ,  0.01160104, -0.26808244, -0.1267021 ,  0.02277353,
        0.06509358, -0.05766195, -0.09611496,  0.13802272, -0.05524041,
       -0.0738533 ,  0.02259111,  0.04206644,  0.14543244,  0.26154497,
       -0.01651296, -0.02914736, -0.03481913,  0.12402849, -0.20956065,
        0.07842887,  0.14767602,  0.09957995,  0.06087717,  0.00590286,
       -0.18842925,  0.00506029,  0.18588527, -0.16679199,  0.09375533,
        0.06501491, -0.13924587, -0.09704577, -0.06712006,  0.08048063,
        0.12151891, -0.07978623, -0.22900926,  0.11858231, -0.1181978 ,
       -0.06136545,  0.08842441, -0.13192514, -0.12732208, -0.29520601,
        0.02220175,  0.32693473,  0.04036316, -0.24646401,  0.03114158,
       -0.10997085, -0.08829604, -0.04552204,  0.03690404,  0.00195381,
       -0.05886524, -0.11803669,  0.0142075 ,  0.18703532, -0.08309086,
        0.0680041 ,  0.23613244,  0.01103615,  0.02205919,  0.02716291,
        0.13004479, -0.131084  , -0.05073715, -0.11438857, -0.01465966,
       -0.03514186, -0.14418836, -0.05162945,  0.1075322 , -0.17401566,
        0.16597426,  0.05258752, -0.01956561, -0.05032863, -0.10215621,
       -0.00090371, -0.05596201,  0.21480067, -0.26795956,  0.198503  ,
        0.2123031 ,  0.02672836,  0.08755103, -0.02184276,  0.11924013,
        0.02025265,  0.04539826, -0.19017085, -0.09047914, -0.04084506,
       -0.0404857 , -0.11249088,  0.08869964])]"
Russell Crowe,"[{'chin': [(124, 385), (131, 441), (139, 494), (151, 547), (172, 597), (203, 640), (238, 681), (275, 718), (325, 728), (379, 717), (426, 683), (469, 641), (504, 591), (525, 536), (534, 478), (536, 417), (538, 354)], 'left_eyebrow': [(151, 379), (167, 347), (201, 331), (240, 327), (279, 332)], 'right_eyebrow': [(327, 323), (367, 316), (406, 314), (443, 325), (469, 349)], 'nose_bridge': [(305, 363), (306, 398), (307, 433), (308, 470)], 'nose_tip': [(274, 499), (293, 504), (314, 507), (335, 502), (354, 494)], 'left_eye': [(195, 391), (214, 378), (235, 373), (260, 381), (240, 387), (217, 393)], 'right_eye': [(363, 371), (385, 359), (406, 361), (427, 371), (407, 375), (385, 374)], 'top_lip': [(256, 578), (275, 565), (296, 558), (316, 562), (336, 556), (363, 560), (395, 569), (383, 568), (337, 571), (317, 574), (297, 574), (269, 575)], 'bottom_lip': [(395, 569), (367, 588), (339, 598), (318, 602), (298, 602), (277, 596), (256, 578), (269, 575), (297, 577), (317, 579), (337, 575), (383, 568)]}]","[array([-7.16692656e-02,  7.72500485e-02, -2.10515168e-02, -4.56499122e-02,
       -1.17435850e-01,  1.46888345e-02,  1.39996409e-02, -6.70175701e-02,
        1.30086407e-01,  1.41304508e-02,  9.24873874e-02, -9.85834673e-02,
       -2.63051897e-01,  6.21238351e-03,  8.76576453e-02,  8.93317983e-02,
       -5.00145927e-02, -1.45733595e-01, -1.76792845e-01, -3.90158743e-02,
       -6.71878755e-02, -5.57508878e-03, -3.63572687e-02,  7.55429789e-02,
       -1.48133501e-01, -3.37463349e-01, -5.81308976e-02, -1.18407443e-01,
       -2.33902223e-03, -1.40498221e-01, -4.04447727e-02,  1.44655183e-01,
       -1.87139958e-01, -1.13129057e-01,  1.15856528e-03,  4.73222807e-02,
       -8.78403932e-02, -7.19486549e-02,  2.01583385e-01,  1.05582505e-01,
       -2.03682944e-01,  1.85506791e-02,  4.84668911e-02,  3.24637026e-01,
        2.63368726e-01,  6.75034672e-02, -3.72506678e-03, -1.34352744e-02,
        1.68856606e-01, -3.34432065e-01,  1.40363485e-01,  1.17285289e-01,
        1.57587051e-01,  6.32900596e-02,  1.48078427e-01, -1.71972185e-01,
        6.45051599e-02,  6.54066354e-02, -2.56516427e-01,  1.25819817e-01,
        8.76122713e-02, -7.95664787e-02, -6.92661852e-02, -1.21969134e-01,
        2.47603044e-01,  1.71203732e-01, -6.91665336e-02, -5.36332875e-02,
        1.34430781e-01, -1.33276910e-01, -6.05916716e-02,  3.86889428e-02,
       -1.00623086e-01, -1.84627950e-01, -3.13122958e-01,  1.09345123e-01,
        2.94843614e-01,  1.74453288e-01, -3.04509521e-01, -1.75866932e-02,
        2.36186422e-02, -1.38675347e-02,  1.24914847e-01,  8.13597143e-02,
       -7.41941333e-02, -1.24073960e-01, -6.45641088e-02, -6.36455715e-02,
        2.16032758e-01, -1.71095133e-04, -3.88895944e-02,  2.06229791e-01,
       -1.41632333e-02, -7.04162344e-02,  5.96819669e-02,  5.27175069e-02,
       -1.54222667e-01, -6.13640919e-02, -1.33327484e-01, -4.46782783e-02,
        1.19467586e-01, -1.05242327e-01, -5.48542589e-02,  1.31512955e-01,
       -1.98148042e-01,  2.01725379e-01, -3.04278284e-02, -2.03003585e-02,
        7.49361515e-03, -9.19543207e-02, -7.84576982e-02, -3.16287577e-03,
        1.73443422e-01, -2.45094612e-01,  1.87005505e-01,  1.01787567e-01,
       -8.85676444e-02,  8.19436908e-02,  1.75837651e-02,  7.94615373e-02,
       -1.47786960e-02,  8.37582871e-02, -1.87788755e-01, -1.17836900e-01,
        1.49592638e-01, -1.19330212e-02, -1.87195987e-02,  5.06654605e-02])]"
Nick Chinlund,"[{'chin': [(116, 464), (119, 530), (125, 596), (133, 660), (153, 720), (189, 772), (231, 817), (280, 855), (339, 861), (399, 852), (446, 811), (486, 765), (521, 715), (542, 656), (551, 592), (561, 529), (569, 463)], 'left_eyebrow': [(157, 476), (193, 458), (237, 462), (278, 474), (318, 492)], 'right_eyebrow': [(386, 493), (423, 474), (460, 459), (501, 453), (533, 472)], 'nose_bridge': [(348, 513), (348, 560), (348, 606), (348, 654)], 'nose_tip': [(296, 656), (320, 668), (346, 679), (372, 668), (395, 656)], 'left_eye': [(210, 498), (236, 489), (264, 492), (285, 508), (259, 509), (233, 507)], 'right_eye': [(408, 507), (432, 490), (459, 487), (481, 495), (462, 505), (437, 507)], 'top_lip': [(249, 711), (288, 715), (319, 715), (344, 723), (372, 715), (399, 714), (434, 704), (419, 712), (371, 728), (344, 732), (318, 729), (263, 717)], 'bottom_lip': [(434, 704), (400, 736), (372, 750), (343, 754), (317, 753), (284, 741), (249, 711), (263, 717), (318, 729), (344, 733), (372, 728), (419, 712)]}]","[array([-0.11379782,  0.11423695,  0.10116501, -0.05441339, -0.13038746,
        0.00826975, -0.01099338, -0.06146299,  0.04566211,  0.04141513,
        0.27400935, -0.03297772, -0.30554098, -0.16497384,  0.05962661,
        0.054873  , -0.13379508, -0.03313083, -0.15899292, -0.10545065,
       -0.00547993,  0.01219609,  0.10955773, -0.02145195, -0.15965497,
       -0.32975709, -0.04221936, -0.12906498,  0.12518126, -0.13689025,
        0.02119324,  0.05132418, -0.26197463, -0.11177912,  0.01147695,
        0.04385251, -0.11163649, -0.01402251,  0.20474245, -0.1400623 ,
       -0.15061107,  0.01698747,  0.08372651,  0.16395341,  0.26421702,
        0.0579927 ,  0.01788101, -0.04237121,  0.19824545, -0.31748992,
        0.08739592,  0.21299297,  0.07740021,  0.05921377,  0.14029646,
       -0.1659562 ,  0.02214029,  0.07387909, -0.19668438,  0.02705146,
        0.03426042, -0.00241517, -0.04839985, -0.07962684,  0.12849639,
        0.00761809, -0.14705986, -0.15840195,  0.08251626, -0.17369325,
        0.07625131,  0.21634318, -0.13240789, -0.17234716, -0.34023371,
        0.10037631,  0.36933047,  0.08300227, -0.15152672,  0.01837103,
       -0.10241617, -0.07912657, -0.02301007, -0.01912121, -0.0851482 ,
       -0.04521792, -0.10140833,  0.05136925,  0.15241374, -0.09340575,
        0.00822404,  0.24856308,  0.03102045,  0.05424598,  0.03342647,
        0.11567877, -0.14894997, -0.0754822 , -0.0929597 ,  0.09342132,
        0.05565996, -0.15980496, -0.03480454,  0.05425207, -0.13669214,
        0.20294251, -0.03853966,  0.02160262, -0.0754567 , -0.13073272,
       -0.12088461,  0.00370702,  0.16600348, -0.32599071,  0.26981208,
        0.15632156, -0.05538273,  0.09328997,  0.09054355,  0.03889705,
       -0.03032327,  0.03944656, -0.07475407, -0.1475713 ,  0.04674683,
       -0.1156683 , -0.01321113, -0.01805943])]"
